Date,Average humidity (%),Rainfall for month (in),Maximum rain per minute,Maximum humidity (%),Minimum humidity (%)
2017/12/1,38,0,0,64,26
2017/12/2,36,0,0,72,21
2017/12/3,33,0,0,86,18
2017/12/4,40,0,0,86,26
2017/12/5,29,0,0,41,20
2017/12/6,36,0,0,55,21
2017/12/7,34,0,0,41,25
2017/12/8,20,0,0,36,13
2017/12/9,13,0,0,18,10
2017/12/10,13,0,0,21,7
2017/12/11,15,0,0,34,8
2017/12/12,24,0,0,42,13
2017/12/13,26,0,0,84,11
2017/12/14,57,0.1,0,86,24
2017/12/15,18,0.1,0,27,13
2017/12/16,31,0.1,0,79,10
2017/12/17,50,0.1,0,84,22
2017/12/18,35,0.1,0,42,25
2017/12/19,32,0.1,0,52,20
2017/12/20,25,0.1,0,50,16
2017/12/21,75,0.11,0,83,44
2017/12/22,54,0.11,0,85,32
2017/12/23,67,0.11,0,88,40
2017/12/24,30,0.11,0,76,15
2017/12/25,61,0.11,0,81,40
2017/12/26,40,0.11,0,81,23
2017/12/27,28,0.11,0,39,22
2017/12/28,20,0.11,0,28,16
2017/12/29,16,0.11,0,22,11
2017/12/30,20,0.11,0,72,7
2017/12/31,63,0.11,0,79,15
2018/1/1,25,0,0,48,13
2018/1/2,24,0,0,57,6
2018/1/3,17,0,0,38,8
2018/1/4,23,0,0,42,12
2018/1/5,26,0,0,41,18
2018/1/6,41,0,0,68,27
2018/1/7,40,0,0,68,27
2018/1/8,19,0,0,40,8
2018/1/9,41,0,0,53,31
2018/1/10,54,0.03,0,83,38
2018/1/11,41,0.03,0,60,27
2018/1/12,51,0.03,0,76,30
2018/1/13,44,0.03,0,50,37
2018/1/14,30,0.03,0,60,15
2018/1/15,77,0.04,0,87,54
2018/1/16,51,0.05,0,76,13
2018/1/17,20,0.05,0,49,9
2018/1/18,17,0.05,0,31,4
2018/1/19,24,0.05,0,31,6
2018/1/20,54,0.05,0,89,27
2018/1/21,79,0.05,0,89,56
2018/1/22,34,0.07,0,56,21
2018/1/23,36,0.07,0,54,25
2018/1/24,25,0.07,0,34,17
2018/1/25,15,0.07,0,52,9
2018/1/26,44,0.07,0,75,24
2018/1/27,32,0.07,0,41,19
2018/1/28,39,0.07,0,49,24
2018/1/29,33,0.07,0,53,15
2018/1/30,19,0.07,0,24,13
2018/1/31,35,0.07,0,84,21
2018/2/2,47,0.02,0,69,42
2018/2/3,46,0.02,0,79,27
2018/2/4,43,0.02,0,63,31
2018/2/5,62,0.06,0,85,28
2018/2/6,44,0.06,0,83,24
2018/2/7,38,0.06,0,49,26
2018/2/8,38,0.06,0,48,24
2018/2/9,49,0.06,0,82,16
2018/2/10,74,0.08,0,81,39
2018/2/11,40,0.09,0,70,25
2018/2/12,70,0.09,0,85,51
2018/2/13,61,0.18,0,89,38
2018/2/14,42,0.18,0,70,31
2018/2/15,52,0.18,0,82,34
2018/2/16,34,0.18,0,81,19
2018/2/17,25,0.18,0,38,16
2018/2/18,30,0.18,0,84,17
2018/2/19,74,0.18,0,85,55
2018/2/20,63,0.29,0,76,30
2018/2/21,57,0.33,0,76,19
2018/2/22,67,0.33,0,81,27
2018/2/23,71,0.34,0,85,34
2018/2/24,48,0.34,0,83,31
2018/2/25,37,0.34,0,55,23
2018/2/26,28,0.34,0,45,16
2018/2/27,32,0.34,0,59,14
2018/2/28,50,0.34,0,77,22
2018/3/23,59,0.09,0,90,20
2018/3/24,41,0.09,0,75,14
2018/3/25,45,0.09,0,84,20
2018/3/26,71,0.1,0,92,22
2018/3/27,78,0.29,0,90,17
2018/3/28,61,0.3,0,89,17
2018/3/29,68,0.38,0,89,38
2018/3/30,40,0.38,0,86,24
2018/3/31,49,0.38,0,86,22
2018/4/1,55,0.02,0,89,16
2018/4/2,24,0.02,0,52,15
2018/4/3,23,0.02,0,57,9
2018/4/4,19,0.02,0,36,11
2018/4/5,38,0.02,0,59,22
2018/4/6,81,0.02,0,89,59
2018/4/7,69,0.19,0,89,43
2018/4/8,52,0.26,0,84,29
2018/4/9,48,0.28,0,84,20
2018/4/10,29,0.28,0,46,11
2018/4/11,19,0.28,0,28,13
2018/4/12,32,0.28,0,75,9
2018/4/13,38,0.28,0,56,26
2018/4/14,35,0.28,0,60,17
2018/4/15,45,0.28,0,77,16
2018/4/16,36,0.28,0,73,10
2018/4/17,32,0.28,0,78,12
2018/4/18,29,0.28,0,44,12
2018/4/19,37,0.28,0,66,18
2018/4/20,67,0.31,0,92,43
2018/4/21,89,0.56,0,93,81
2018/4/22,66,0.56,0,94,26
2018/4/23,61,0.59,0,92,21
2018/4/24,89,0.74,0,93,84
2018/4/25,57,0.78,0,89,9
2018/4/26,40,0.78,0,75,22
2018/4/27,46,0.78,0,85,11
2018/4/28,46,0.78,0,77,15
2018/4/29,26,0.78,0,55,12
2018/4/30,34,0.78,0,76,11
2018/5/1,63,0,0,80,26
2018/5/2,87,0.31,0,93,77
2018/5/3,88,1.18,0,95,65
2018/5/4,56,1.18,0,93,25
2018/5/5,46,1.18,0,76,20
2018/5/6,51,1.18,0,81,20
2018/5/7,42,1.18,0,82,10
2018/5/8,37,1.18,0,75,14
2018/5/9,34,1.18,0,77,13
2018/5/10,42,1.18,0,78,13
2018/5/11,71,1.22,0,95,31
2018/5/12,85,1.38,0,95,61
2018/5/13,81,1.4,0,94,63
2018/5/14,71,1.4,0,90,49
2018/5/15,64,1.41,0,93,21
2018/5/16,47,1.41,0,91,11
2018/5/17,36,1.41,0,75,8
2018/5/18,64,1.56,0,91,31
2018/5/19,88,1.64,0,93,79
2018/5/20,84,1.7,0,92,58
2018/5/21,61,1.71,0,95,13
2018/5/22,70,1.91,0,91,28
2018/5/23,61,1.95,0,91,28
2018/5/24,44,1.95,0,82,18
2018/5/25,42,1.95,0,79,11
2018/5/26,31,1.95,0,69,8
2018/5/27,39,1.95,0,62,20
2018/5/28,75,2.03,0,90,52
2018/5/29,57,2.03,0,91,34
2018/5/30,56,2.03,0,90,19
2018/5/31,34,2.03,0,72,13
2018/6/1,24,0,0,66,10
2018/6/2,26,0,0,54,10
2018/6/3,44,0,0,76,23
2018/6/4,26,0,0,54,9
2018/6/5,30,0,0,61,9
2018/6/6,38,0,0,64,8
2018/6/7,36,0,0,84,6
2018/6/8,22,0,0,49,6
2018/6/9,27,0,0,38,18
2018/6/10,15,0,0,46,6
2018/6/11,17,0,0,38,6
2018/6/12,37,0,0,69,18
2018/6/13,42,0,0,79,11
2018/6/14,20,0,0,41,13
2018/6/15,27,0,0,50,13
2018/6/16,53,0.08,0,89,20
2018/6/17,89,0.54,0,95,70
2018/6/18,78,0.56,0,95,48
2018/6/19,75,0.56,0,93,52
2018/6/20,65,0.56,0,91,31
2018/6/21,58,0.56,0,93,16
2018/6/22,35,0.56,0,76,10
2018/6/23,38,0.56,0,79,10
2018/6/24,77,0.73,0,93,54
2018/6/25,51,0.73,0,92,16
2018/6/26,28,0.73,0,75,8
2018/6/27,26,0.73,0,51,7
2018/6/28,25,0.73,0,61,6
2018/6/29,12,0.73,0,32,6
2018/6/30,54,0.75,0,81,26
2018/7/1,43,0,0,87,7
2018/7/2,29,0,0,64,8
2018/7/3,28,0,0,60,9
2018/7/4,42,0,0,78,9
2018/7/5,57,0,0,86,31
2018/7/6,45,0,0,86,19
2018/7/7,47,0.05,0,75,15
2018/7/8,51,0.23,0,82,16
2018/7/9,49,0.23,0,94,15
2018/7/10,39,0.23,0,74,17
2018/7/11,37,0.23,0,78,15
2018/7/12,61,0.37,0,88,28
2018/7/13,56,0.38,0,93,27
2018/7/14,47,0.38,0,89,22
2018/7/15,78,0.57,0,94,54
2018/7/16,66,0.59,0,96,20
2018/7/17,63,0.62,0,90,33
2018/7/18,41,0.62,0,92,11
2018/7/24,57,0.66,0,76,11
2018/7/25,69,0.85,0,88,22
2018/7/26,72,0.93,0,94,44
2018/7/27,69,0.93,0,93,19
2018/7/28,71,0.96,0,95,21
2018/7/29,70,0.97,0,95,11
2018/7/30,55,0.97,0,90,28
2018/7/31,49,0.97,0,90,17
2018/8/1,51,0,0,80,20
2018/8/2,49,0,0,88,18
2018/8/3,47,0.05,0,83,24
2018/8/4,30,0.06,0,48,19
2018/8/5,47,0.08,0,83,22
2018/8/6,64,0.08,0,92,34
2018/8/7,59,0.08,0,93,19
2018/8/8,65,0.11,0,88,33
2018/8/9,51,0.12,0,92,19
2018/8/10,45,0.12,0,78,21
2018/8/11,40,0.12,0,77,13
2018/8/12,39,0.12,0,75,12
2018/8/13,39,0.12,0,72,19
2018/8/14,64,0.19,0,91,34
2018/8/15,39,0.19,0,95,7
2018/8/16,47,0.19,0,86,16
2018/8/17,51,0.19,0,77,20
2018/8/18,60,0.29,0,88,26
2018/8/19,64,0.3,0,94,37
2018/8/20,60,0.3,0,92,26
2018/8/21,72,0.39,0,93,33
2018/8/22,67,0.4,0,95,37
2018/8/23,39,0.41,0,74,19
2018/8/24,27,0.41,0,44,10
2018/8/25,38,0.42,0,69,15
2018/8/26,34,0.42,0,74,15
2018/8/27,31,0.42,0,56,16
2018/8/28,55,0.42,0,80,34
2018/8/29,44,0.42,0,93,10
2018/8/30,26,0.42,0,58,11
2018/8/31,30,0.42,0,62,14
2018/9/1,34,0,0,55,21
2018/9/2,42,0,0,72,15
2018/9/3,47,0,0,71,16
2018/9/4,60,0.21,0,85,19
2018/9/5,72,0.21,0,88,49
2018/9/6,74,0.65,0,92,41
2018/9/7,70,0.66,0,93,34
2018/9/8,55,0.66,0,94,17
2018/9/9,36,0.66,0,58,17
2018/9/10,37,0.66,0,71,7
2018/9/13,10,0.66,0,22,6
2018/9/14,12,0.66,0,35,5
2018/9/15,25,0.66,0,54,9
2018/9/16,29,0.66,0,57,10
2018/9/17,31,0.66,0,51,15
2018/9/18,42,0.66,0,74,12
2018/9/19,43,0.67,0,77,12
2018/9/20,37,0.67,0,80,11
2018/9/21,58,0.67,0,86,33
2018/9/22,33,0.67,0,80,8
2018/9/23,25,0.67,0,47,13
2018/9/24,41,0.68,0,69,20
2018/9/25,40,0.68,0,70,18
2018/9/26,39,0.68,0,86,7
2018/9/27,18,0.68,0,38,12
2018/9/28,71,0.68,0,86,38
2018/9/29,33,0.68,0,88,9
2018/9/30,46,0.68,0,80,7
2018/10/1,42,0,0,77,21
2018/10/2,46,0,0,63,35
2018/10/3,46,0,0,70,25
2018/10/4,58,0.04,0,84,26
2018/10/5,54,0.05,0,92,27
2018/10/6,84,0.14,0,92,65
2018/10/7,87,0.16,0,93,58
2018/10/8,91,0.22,0,93,85
2018/10/9,89,0.23,0,92,76
2018/10/10,89,0.29,0,92,86
2018/10/11,77,0.54,0,90,51
2018/10/12,39,0.54,0,85,22
2018/10/13,37,0.56,0,89,20
2018/10/14,83,0.72,0,89,78
2018/10/15,69,0.83,0,82,41
2018/10/16,68,0.83,0,87,39
2018/10/17,69,0.84,0,90,41
2018/10/18,59,0.85,0,91,16
2018/10/19,46,0.85,0,79,18
2018/10/20,56,0.85,0,87,21
2018/10/21,43,0.85,0,83,19
2018/10/22,55,0.85,0,87,21
2018/10/23,65,0.85,0,85,20
2018/10/24,53,0.85,0,81,23
2018/10/25,40,0.85,0,60,19
2018/10/26,35,0.85,0,48,19
2018/10/27,37,0.85,0,78,24
2018/10/28,48,0.85,0,90,19
2018/10/29,21,0.86,0,59,13
2018/10/30,87,0.99,0,92,60
2018/10/31,75,1.25,0,92,22
2018/11/1,46,0,0,63,34
2018/11/2,51,0.02,0,77,34
2018/11/3,62,0.02,0,84,27
2018/11/4,52,0.02,0,73,43
2018/11/5,48,0.02,0,80,27
2018/11/6,46,0.02,0,76,23
2018/11/7,57,0.02,0,80,22
2018/11/10,34,0.02,0,82,11
2018/11/11,81,0.02,0,84,77
2018/11/12,63,0.09,0,82,27
2018/11/15,29,0.1,0,57,19
2018/11/16,30,0.1,0,73,14
2018/11/17,85,0.11,0,91,73
2018/11/18,47,0.21,0,83,17
2018/11/19,36,0.21,0,74,16
2018/11/20,43,0.21,0,79,17
2018/11/21,36,0.21,0,71,14
2018/11/22,31,0.21,0,72,13
2018/11/23,42,0.21,0,69,27
2018/11/24,63,0.22,0,87,43
2018/11/25,39,0.23,0,56,24
2018/11/26,29,0.23,0,36,22
2018/11/27,29,0.23,0,41,19
2018/11/28,42,0.23,0,57,32
2018/12/1,38,0,0,50,27
2018/12/2,54,0,0,84,28
2018/12/3,77,0.08,0,84,60
2018/12/4,36,0.08,0,81,14
2018/12/10,12,0.08,0,46,6
2018/12/11,19,0.08,0,28,8
2018/12/12,27,0.08,0,51,17
2018/12/13,23,0.08,0,48,12
2018/12/14,28,0.08,0,47,16
2018/12/15,22,0.08,0,28,15
2018/12/16,27,0.08,0,57,10
2018/12/17,35,0.08,0,64,19
2018/12/18,37,0.08,0,52,27
2018/12/19,58,0.12,0,89,35
2018/12/20,38,0.12,0,56,30
2018/12/21,38,0.12,0,46,23
2018/12/22,44,0.12,0,84,23
2018/12/23,23,0.12,0,44,11
2018/12/24,47,0.12,0,60,34
2018/12/25,60,0.12,0,76,27
2018/12/26,73,0.12,0,89,33
2018/12/27,76,0.13,0,89,62
2018/12/28,73,0.13,0,78,59
2018/12/29,44,0.13,0,76,17
2018/12/30,42,0.13,0,64,30
2018/12/31,67,0.13,0,74,44
2019/1/1,67,0.01,0,79,47
2019/1/2,57,0.02,0,77,20
2019/1/3,45,0.02,0,80,19
2019/1/4,24,0.02,0,35,15
2019/1/5,25,0.02,0,49,11
2019/1/6,47,0.02,0,87,28
2019/1/7,53,0.02,0,78,37
2019/1/8,42,0.02,0,70,20
2019/1/12,66,0.05,0,79,28
2019/1/13,61,0.05,0,80,24
2019/1/14,52,0.05,0,79,11
2019/1/15,44,0.05,0,71,27
2019/1/16,56,0.05,0,74,36
2019/1/17,40,0.05,0,60,23
2019/1/18,63,0.06,0,83,40
2019/1/19,42,0.06,0,54,31
2019/1/20,37,0.06,0,53,26
2019/1/21,44,0.06,0,86,16
2019/1/22,42,0.1,0,72,28
2019/1/23,39,0.1,0,47,27
2019/1/24,58,0.13,0,82,33
2019/1/25,42,0.13,0,70,25
2019/1/26,39,0.13,0,53,26
2019/1/27,41,0.13,0,61,29
2019/1/28,57,0.13,0,80,26
2019/1/29,22,0.13,0,40,14
2019/1/30,15,0.13,0,24,10
2019/1/31,21,0.13,0,27,16
2019/2/1,27,0,0,44,15
2019/2/2,30,0,0,38,23
2019/2/3,36,0,0,44,24
2019/2/4,39,0,0,72,20
2019/2/5,40,0,0,66,23
2019/2/6,72,0,0,82,59
2019/2/7,46,0,0,76,27
2019/2/8,19,0,0,30,9
2019/2/9,39,0,0,69,7
2019/2/10,40,0,0,73,13
2019/2/11,34,0,0,70,12
2019/2/12,25,0,0,42,15
2019/2/13,31,0,0,71,11
2019/2/14,62,0,0,82,43
2019/2/15,48,0,0,90,27
2019/2/16,49,0.06,0,86,33
2019/2/17,52,0.06,0,79,20
2019/2/18,69,0.07,0,78,51
2019/2/19,71,0.07,0,79,45
2019/2/20,37,0.07,0,51,27
2019/2/21,61,0.07,0,80,28
2019/2/22,76,0.1,0,85,56
2019/2/23,48,0.11,0,86,23
2019/2/24,33,0.11,0,54,22
2019/2/25,31,0.11,0,41,23
2019/2/26,27,0.11,0,35,21
2019/2/27,34,0.11,0,57,21
2019/2/28,42,0.11,0,44,42
2019/3/2,80,0,0,84,60
2019/3/3,74,0.05,0,79,70
2019/3/4,68,0.14,0,81,43
2019/3/5,46,0.17,0,63,31
2019/3/6,70,0.29,0,93,43
2019/3/7,54,0.37,0,93,33
2019/3/8,62,0.37,0,91,42
2019/3/9,46,0.37,0,71,29
2019/3/10,65,0.38,0,84,34
2019/3/11,64,0.38,0,83,36
2019/3/12,52,0.38,0,79,26
2019/3/13,83,0.39,0,94,66
2019/3/14,48,0.63,0,69,27
2019/3/15,48,0.69,0,77,20
2019/3/16,60,0.69,0,81,26
2019/3/17,56,0.69,0,85,23
2019/3/18,62,0.69,0,81,26
2019/3/19,48,0.69,0,85,14
2019/3/20,41,0.69,0,69,13
2019/3/21,53,0.69,0,78,21
2019/3/22,68,0.69,0,91,40
2019/3/23,41,0.71,0,50,29
2019/3/24,56,0.78,0,92,27
2019/3/25,45,0.79,0,92,14
2019/3/26,31,0.79,0,68,11
2019/3/27,31,0.79,0,63,12
2019/3/28,38,0.79,0,91,11
2019/3/29,69,0.79,0,93,21
2019/3/30,73,0.84,0,88,57
2019/3/31,58,0.84,0,78,33
2019/4/1,44,0,0,82,17
2019/4/2,83,0.08,0,90,69
2019/4/3,67,0.1,0,92,27
2019/4/4,46,0.1,0,87,30
2019/4/5,38,0.1,0,72,14
2019/4/6,42,0.1,0,64,24
2019/4/7,28,0.1,0,43,18
2019/4/8,29,0.1,0,43,16
2019/4/9,28,0.1,0,59,12
2019/4/10,78,0.23,0,93,33
2019/4/11,56,0.31,0,85,38
2019/4/12,69,0.35,0,82,45
2019/4/13,75,0.36,0,89,44
2019/4/14,38,0.36,0,47,28
2019/4/15,33,0.36,0,71,21
2019/4/16,55,0.36,0,86,20
2019/4/17,42,0.36,0,67,18
2019/4/18,35,0.36,0,62,19
2019/4/19,32,0.36,0,67,12
2019/4/20,30,0.36,0,64,10
2019/4/21,59,0.52,0,92,26
2019/4/22,89,0.52,0,93,76
2019/4/23,65,0.52,0,92,35
2019/4/24,56,0.53,0,88,23
2019/4/25,56,0.54,0,88,32
2019/4/26,53,0.73,0,89,18
2019/4/27,45,0.73,0,78,26
2019/4/28,50,0.81,0,81,24
2019/4/29,85,0.82,0,91,77
2019/4/30,94,1.44,0,100,88
2019/5/1,71,0.17,0,100,35
2019/5/2,53,0.17,0,84,22
2019/5/3,40,0.17,0,73,17
2019/5/4,44,0.17,0,75,19
2019/5/5,42,0.17,0,76,15
2019/5/6,57,0.17,0,89,17
2019/5/7,78,0.22,0,91,62
2019/5/8,88,0.43,0,94,72
2019/5/9,88,0.54,0,94,81
2019/5/10,77,0.54,0,89,56
2019/5/11,56,0.55,0,91,20
2019/5/12,48,0.56,0,94,15
2019/5/13,35,0.56,0,73,15
2019/5/14,43,0.56,0,75,15
2019/5/15,42,0.56,0,82,16
2019/5/16,55,0.58,0,81,20
2019/5/17,56,0.62,0,81,23
2019/5/18,40,0.62,0,85,22
2019/5/19,81,0.73,0,92,51
2019/5/20,91,0.89,0,94,83
2019/5/21,87,1.18,0,93,73
2019/5/22,86,1.25,0,93,76
2019/5/23,89,1.32,0,95,53
2019/5/24,37,1.32,0,55,22
2019/5/25,49,1.32,0,78,33
2019/5/26,66,1.35,0,91,21
2019/5/27,79,1.59,0,93,51
2019/5/28,75,1.8,0,94,42
2019/5/29,67,1.8,0,88,40
2019/5/30,59,1.8,0,92,29
2019/5/31,56,1.8,0,90,20
2019/6/1,64,0,0,90,28
2019/6/2,59,0,0,92,23
2019/6/3,54,0,0,66,39
2019/6/4,49,0,0,82,18
2019/6/5,64,0.17,0,91,27
2019/6/6,59,0.19,0,92,28
2019/6/7,54,0.2,0,90,19
2019/6/8,57,0.2,0,86,20
2019/6/9,69,0.26,0,91,47
2019/6/10,49,0.26,0,91,11
2019/6/11,45,0.26,0,82,21
2019/6/12,60,0.26,0,88,40
2019/6/13,49,0.26,0,93,15
2019/6/14,41,0.31,0,100,21
2019/6/15,48,0.31,0,70,23
2019/6/16,66,0.31,0,88,27
2019/6/17,72,0.37,0,92,41
2019/6/18,76,0.37,0,96,47
2019/6/19,42,0.37,0,83,22
2019/6/20,47,0.37,0,77,18
2019/6/21,68,0.37,0,83,50
2019/6/22,78,0.37,0,90,51
2019/6/23,65,0.37,0,89,41
2019/6/26,25,0.39,0,46,12
2019/6/27,38,0.39,0,79,14
2019/6/28,39,0.39,0,77,12
2019/6/29,44,0.39,0,76,19
2019/6/30,64,0.43,0,86,27
2019/7/1,70,0.05,0,90,32
2019/7/2,66,0.06,0,95,30
2019/7/3,48,0.08,0,89,14
2019/7/4,59,0.08,0,78,33
2019/7/5,69,0.08,0,92,49
2019/7/6,68,0.19,0,90,42
2019/7/7,65,0.2,0,92,29
2019/7/8,58,0.21,0,90,30
2019/7/9,47,0.21,0,89,18
2019/7/10,59,0.21,0,89,36
2019/7/11,47,0.21,0,90,13
2019/7/12,50,0.22,0,80,20
2019/7/13,54,0.29,0,89,18
2019/7/14,52,0.31,0,84,30
2019/7/15,73,1.04,0,95,19
2019/7/16,64,1.06,0,97,22
2019/7/17,44,1.06,0,91,19
2019/7/18,34,1.06,0,79,12
2019/7/19,21,1.06,0,40,10
2019/7/20,56,1.41,0,95,14
2019/7/21,79,1.42,0,97,51
2019/7/22,79,1.43,0,97,48
2019/7/23,72,1.45,0,96,42
2019/7/24,70,1.71,0,96,23
2019/7/25,65,1.74,0,92,36
2019/7/26,63,1.74,0,95,27
2019/7/27,66,2.06,0,94,37
2019/7/28,43,2.06,0,72,22
2019/7/29,45,2.06,0,84,12
2019/7/30,46,2.06,0,80,18
2019/7/31,41,2.06,0,68,22
2019/8/1,72,0.06,0,92,49
2019/8/2,71,0.07,0,97,36
2019/8/3,54,0.07,0,96,19
2019/8/4,62,0.3,0,92,30
2019/8/5,68,0.56,0,93,34
2019/8/6,56,0.57,0,97,17
2019/8/7,63,0.57,0,89,37
2019/8/8,78,0.6,0,93,51
2019/8/9,52,0.61,0,92,22
2019/8/10,69,0.65,0,87,45
2019/8/11,75,0.72,0,92,47
2019/8/12,43,0.74,0,76,18
2019/8/13,47,0.74,0,87,10
2019/8/14,48,0.74,0,94,11
2019/8/15,38,0.74,0,80,12
2019/8/16,41,0.74,0,69,12
2019/8/17,46,0.75,0,80,22
2019/8/18,39,0.75,0,80,14
2019/8/19,32,0.75,0,67,10
2019/8/20,36,0.75,0,67,7
2019/8/21,69,0.76,0,93,40
2019/8/22,54,0.76,0,96,15
2019/8/23,42,0.76,0,81,13
2019/8/24,39,0.76,0,82,17
2019/8/25,27,0.76,0,49,13
2019/8/26,49,0.76,0,73,24
2019/8/27,64,0.76,0,92,38
2019/8/28,41,0.76,0,94,6
2019/8/29,37,0.76,0,73,8
2019/8/30,51,0.76,0,84,20
2019/8/31,48,0.76,0,86,11
2019/9/1,40,0,0,83,10
2019/9/2,27,0,0,62,5
2019/9/3,43,0,0,71,20
2019/9/4,50,0,0,93,17
2019/9/5,36,0,0,55,18
2019/9/6,71,0.12,0,92,44
2019/9/7,56,0.16,0,93,16
2019/9/8,76,0.16,0,95,44
2019/9/9,63,0.17,0,97,25
2019/9/10,63,0.18,0,93,34
2019/9/11,56,0.18,0,84,36
2019/9/12,40,0.18,0,63,24
2019/9/13,51,0.26,0,88,13
2019/9/14,37,0.27,0,74,9
2019/9/15,41,0.27,0,81,12
2019/9/16,38,0.27,0,63,18
2019/9/17,37,0.27,0,57,23
2019/9/18,68,0.27,0,68,68
2019/9/19,56,0.27,0,68,50
2019/9/20,23,0.28,0,51,16
2019/9/21,28,0.28,0,70,10
2019/9/22,54,0.28,0,93,17
2019/9/23,33,0.28,0,68,9
2019/9/24,25,0.28,0,53,14
2019/9/25,39,0.28,0,69,21
2019/9/26,40,0.28,0,91,16
2019/9/27,62,0.31,0,93,35
2019/9/28,80,0.36,0,95,52
2019/9/29,51,0.37,0,96,12
2019/9/30,66,0.37,0,93,42
2019/10/1,84,0,0,94,62
2019/10/2,55,0,0,96,8
2019/10/3,69,0,0,89,39
2019/10/4,47,0,0,92,11
2019/10/5,21,0,0,46,6
2019/10/6,35,0,0,63,10
2019/10/7,16,0,0,65,3
2019/10/8,11,0,0,24,5
2019/10/9,31,0,0,87,7
2019/10/10,81,0.03,0,91,60
2019/10/11,36,0.09,0,70,16
2019/10/12,18,0.11,0,30,10
2019/10/13,19,0.11,0,56,8
2019/10/14,22,0.11,0,59,12
2019/10/15,49,0.11,0,83,19
2019/10/16,24,0.11,0,84,11
2019/10/17,15,0.11,0,29,7
2019/10/18,34,0.11,0,53,17
2019/10/19,34,0.11,0,45,21
2019/10/20,57,0.11,0,83,35
2019/10/21,45,0.11,0,73,32
2019/10/22,47,0.11,0,60,38
2019/10/23,66,0.17,0,90,39
2019/10/24,73,0.21,0,90,34
2019/10/25,47,0.21,0,77,28
2019/10/26,40,0.21,0,87,25
2019/10/27,87,0.21,0,90,83
2019/10/28,71,0.37,0,87,42
2019/10/29,82,0.37,0,87,75
2019/10/30,62,0.38,0,83,27
2019/10/31,29,0.45,0,47,18
2019/11/1,49,0.02,0,90,23
2019/11/2,25,0.02,0,87,16
2019/11/3,30,0.02,0,56,20
2019/11/4,56,0.02,0,85,29
2019/11/5,37,0.02,0,49,21
2019/11/6,59,0.02,0,93,20
2019/11/7,63,0.02,0,94,21
2019/11/8,22,0.02,0,29,15
2019/11/9,21,0.02,0,41,10
2019/11/10,36,0.02,0,92,15
2019/11/11,78,0.05,0,91,50
2019/11/12,25,0.05,0,87,5
2019/11/13,42,0.05,0,81,17
2019/11/14,65,0.05,0,94,25
2019/11/15,31,0.05,0,51,20
2019/11/16,53,0.05,0,88,29
2019/11/17,44,0.05,0,92,30
2019/11/18,40,0.05,0,54,26
2019/11/19,32,0.05,0,43,15
2019/11/20,63,0.05,0,68,39
2019/11/21,82,0.05,0,92,67
2019/11/22,69,0.24,0,92,36
2019/11/23,28,0.24,0,44,14
2019/11/24,25,0.24,0,46,14
2019/11/25,71,0.24,0,91,34
2019/11/26,85,0.24,0,90,72
2019/11/27,80,0.48,0,90,63
2019/11/28,81,0.65,0,93,56
2019/11/29,77,0.66,0,93,47
2019/11/30,53,0.66,0,69,45
2019/12/1,32,0,0,51,14
2019/12/2,41,0,0,55,23
2019/12/3,47,0,0,78,31
2019/12/4,48,0,0,54,36
2019/12/5,81,0.07,0,94,50
2019/12/6,55,0.07,0,94,39
2019/12/7,39,0.07,0,50,30
2019/12/8,55,0.07,0,90,44
2019/12/9,55,0.07,0,89,40
2019/12/10,47,0.07,0,73,37
2019/12/11,27,0.07,0,41,11
2019/12/12,68,0.07,0,79,50
2019/12/13,50,0.07,0,81,27
2019/12/14,83,0.1,0,92,56
2019/12/15,66,0.19,0,82,43
2019/12/16,58,0.19,0,87,33
2019/12/17,39,0.2,0,60,24
2019/12/18,27,0.2,0,61,6
2019/12/19,40,0.2,0,73,20
2019/12/20,34,0.2,0,43,22
2019/12/21,16,0.2,0,26,10
2019/12/22,16,0.2,0,51,8
2019/12/23,43,0.2,0,65,9
2019/12/24,45,0.2,0,70,20
2019/12/25,57,0.2,0,89,36
2019/12/26,52,0.2,0,82,32
2019/12/27,70,0.2,0,86,24
2019/12/28,76,0.2,0,91,57
2019/12/29,45,0.2,0,69,36
2019/12/30,40,0.2,0,55,27
2019/12/31,34,0.2,0,56,12
2020/1/1,58,0,0,76,45
2020/1/2,46,0,0,64,35
2020/1/3,46,0,0,58,34
2020/1/4,41,0,0,57,29
2020/1/5,49,0,0,86,16
2020/1/6,43,0,0,54,32
2020/1/7,43,0,0,65,27
2020/1/8,29,0,0,56,13
2020/1/9,48,0,0,82,30
2020/1/10,65,0,0,86,33
2020/1/11,45,0,0,71,30
2020/1/12,45,0,0,57,34
2020/1/13,51,0,0,77,36
2020/1/14,41,0,0,77,24
2020/1/15,56,0,0,84,23
2020/1/16,53,0,0,85,11
2020/1/17,54,0.01,0,90,33
2020/1/18,40,0.01,0,51,30
2020/1/19,49,0.01,0,75,28
2020/1/20,48,0.01,0,79,12
2020/1/21,53,0.01,0,65,31
2020/1/22,45,0.01,0,66,28
2020/1/23,43,0.01,0,53,32
2020/1/24,47,0.01,0,60,34
2020/1/25,47,0.01,0,58,33
2020/1/26,54,0.01,0,58,48
2020/1/27,53,0.01,0,76,41
2020/1/28,43,0.01,0,56,30
2020/1/29,61,0.01,0,90,39
2020/1/30,47,0.01,0,91,34
2020/1/31,34,0.01,0,49,22
